dataset,sample_id,mode,height,width,psnr_vs_vae,ssim_vs_vae,psnr_vs_raw,ssim_vs_raw,base_psnr_rgb,base_ssim_rgb,base_l1_rgb,base_grad_l1,hf_energy,hf_gain_vs_base_up,hf_error_vs_vae,lf_drift_vs_base
FLUX179_x2_unpaired,img_0000015,rf_1step,2048,2048,nan,nan,nan,nan,36.499645033149605,0.9393905997276306,0.011878347024321556,0.020269080996513367,0.010373802855610847,1.6109498097563186,nan,0.020041074603796005
FLUX179_x2_unpaired,img_0000016,feature_bicubic,2048,2048,nan,nan,nan,nan,32.73949278269336,0.9258065223693848,0.011551610194146633,0.020827192813158035,0.012959509156644344,1.7489890801043724,nan,0.012115921825170517
FLUX179_x2_unpaired,img_0000016,rf_1step,2048,2048,nan,nan,nan,nan,37.296636333548875,0.9610363245010376,0.010256970301270485,0.012518895789980888,0.008493426255881786,1.1462555868941142,nan,0.01718156412243843
FLUX179_x2_unpaired,img_0000017,feature_bicubic,2048,2048,nan,nan,nan,nan,30.22144529470416,0.9304177761077881,0.014129209332168102,0.024554669857025146,0.012892646715044975,1.7537607987092223,nan,0.0163070410490036
FLUX179_x2_unpaired,img_0000017,rf_1step,2048,2048,nan,nan,nan,nan,33.78792593120003,0.9704488515853882,0.014269229024648666,0.015558763407170773,0.007468506693840027,1.0159259424420184,nan,0.023510199040174484
FLUX179_x2_unpaired,img_0000018,feature_bicubic,2048,2048,nan,nan,nan,nan,27.3344292405628,0.7680243253707886,0.02431449666619301,0.05877497419714928,0.034145284444093704,1.9152631604792105,nan,0.014967311173677444
FLUX179_x2_unpaired,img_0000018,rf_1step,2048,2048,nan,nan,nan,nan,30.86123777999684,0.8899969458580017,0.018013838678598404,0.04179667681455612,0.01915666088461876,1.074527492373837,nan,0.01671784557402134
FLUX179_x2_unpaired,img_0000019,feature_bicubic,2048,2048,nan,nan,nan,nan,29.070601885421326,0.9104417562484741,0.017643369734287262,0.03587520867586136,0.02024468593299389,1.658727386244268,nan,0.017308074980974197
FLUX179_x2_unpaired,img_0000019,rf_1step,2048,2048,nan,nan,nan,nan,33.92663213676774,0.9574410915374756,0.013577047735452652,0.02301594242453575,0.013715770095586777,1.1237874253164792,nan,0.019674599170684814
FLUX179_x2_unpaired,img_0000020,feature_bicubic,2048,2048,nan,nan,nan,nan,28.509086210922177,0.8663872480392456,0.01961817964911461,0.04200739413499832,0.025509420782327652,1.7962625349015098,nan,0.01439875178039074
FLUX179_x2_unpaired,img_0000020,rf_1step,2048,2048,nan,nan,nan,nan,33.00369424857458,0.9377684593200684,0.013584433123469353,0.027153870090842247,0.015339327976107597,1.0801288037530468,nan,0.01576085574924946
FLUX179_x2_unpaired,img_0000021,feature_bicubic,2048,2048,nan,nan,nan,nan,31.050343026291166,0.9045134782791138,0.01345913764089346,0.02634263038635254,0.014018118381500244,1.7050178942691896,nan,0.013991981744766235
FLUX179_x2_unpaired,img_0000021,rf_1step,2048,2048,nan,nan,nan,nan,33.82608668346526,0.925447940826416,0.013035698793828487,0.018126752227544785,0.008454274386167526,1.0282898688100974,nan,0.019508030265569687
FLUX179_x2_unpaired,img_0000022,feature_bicubic,2048,2048,nan,nan,nan,nan,35.982104666396296,0.9676608443260193,0.01019530650228262,0.011434858664870262,0.005981521215289831,1.559900967103895,nan,0.016119301319122314
FLUX179_x2_unpaired,img_0000022,rf_1step,2048,2048,nan,nan,nan,nan,36.135692103815266,0.98204106092453,0.012759177014231682,0.008252173662185669,0.003942891955375671,1.0282536420091353,nan,0.02404489926993847
FLUX179_x2_unpaired,img_0000023,feature_bicubic,2048,2048,nan,nan,nan,nan,33.78638536826399,0.9548646807670593,0.01176250260323286,0.015865791589021683,0.00941772386431694,1.573174799343362,nan,0.016169201582670212
FLUX179_x2_unpaired,img_0000023,rf_1step,2048,2048,nan,nan,nan,nan,37.03573636584033,0.9672397971153259,0.011867783963680267,0.010273422114551067,0.007031507324427366,1.17457150831314,nan,0.021775899454951286
FLUX179_x2_unpaired,img_0000024,feature_bicubic,2048,2048,nan,nan,nan,nan,30.28546356564938,0.8966795802116394,0.017121300101280212,0.03049812838435173,0.016883280128240585,1.6887128991778366,nan,0.018069343641400337
FLUX179_x2_unpaired,img_0000024,rf_1step,2048,2048,nan,nan,nan,nan,34.181059834963065,0.9537531733512878,0.013482367619872093,0.019542424008250237,0.009866888634860516,0.9869137979040651,nan,0.02019893005490303
FLUX179_x2_unpaired,img_0000025,feature_bicubic,2048,2048,nan,nan,nan,nan,29.18164155700534,0.8302911520004272,0.018201738595962524,0.043298494070768356,0.024714559316635132,1.8760631614846042,nan,0.012238556519150734
FLUX179_x2_unpaired,img_0000025,rf_1step,2048,2048,nan,nan,nan,nan,33.00762400625996,0.9212233424186707,0.014062370173633099,0.029926227405667305,0.014495737850666046,1.1003602949888711,nan,0.01675999164581299
FLUX179_x2_unpaired,img_0000026,feature_bicubic,2048,2048,nan,nan,nan,nan,33.1112415585115,0.9508883357048035,0.011541759595274925,0.015098310075700283,0.00796299334615469,1.6988891411222442,nan,0.016323324292898178
FLUX179_x2_unpaired,img_0000026,rf_1step,2048,2048,nan,nan,nan,nan,35.01018162199631,0.9704445600509644,0.013419284485280514,0.010828552767634392,0.00500278826802969,1.0673351457707339,nan,0.02355111762881279
FLUX179_x2_unpaired,img_0000027,feature_bicubic,2048,2048,nan,nan,nan,nan,28.38593406178799,0.8772377371788025,0.02077263593673706,0.0414891317486763,0.025492306798696518,1.7733908150903994,nan,0.017264340072870255
FLUX179_x2_unpaired,img_0000027,rf_1step,2048,2048,nan,nan,nan,nan,32.86316378372529,0.9459236860275269,0.015356389805674553,0.027021663263440132,0.016056951135396957,1.117013453773604,nan,0.02019796147942543
